,,,,,,,,,,Runoff processes,,,,,,,,,,,,,,,,,,,Thresholds,,,,,,,,,,,,,,,,,,Maximum contribution of streamflow components (%),,,,,,,,,Controlling factors on SATURATION excess overland flow generation,,,,,,,,,Controlling factors on INFILTRATION excess overland flow generation,,,,,,,,Controlling factors on subsurface flow generation,,,,,,,,,,Controlling factors on stream runoff magnitude,,,,,,,,,,,,,Controlling factors on subsurface hydrological connectivity,,,,,,,,Model Temp scale,,Factors affecting model performance,,,,,,,,,,,,,,,,,
Catchment name,Size (km2),Climate class,MAP (mm),Country,Continent,Forest type,Longitude,Latitude,References,Ch. Precip,SEOF,IEOF,SubFlow,Slow/deep SubFlow,Return flow/interflow,Vertical flow,Lateral flow,Preferential flow (no specifica vert/lat),Macropore flow (no specifical vert/lat),Vertical preferential flow,Lateral preferential flow,Pipe flow,Matrix flow,(Perched) WT/GW dynamics and changes in GW storage,Filling of subsurface depressions /fill and spill,Subsurface hillslope-stream connectivity,Water movement through bedrock or at the soil/bedrock interface (either SubFlow or GW rise),Dynamics of saturated areas,Thresholds,Soil moisture- streamflow threshold,Soil moisture and rainfall -streamflow threshold,Subsurface connectivity - streamflow threshold,Rainfall-Subsurface connectivity threshold,Soil moisture -groundwater threshold,Rainfall - growundwater threshold,Rainfall - streamflow threshold,Groundwater - streamflow threshold,Soil moisture-subsurface flow threshold,Rainfall -suburface flow threshold,Streamflow-EC trheshold,Rainfall -new water threshold,New water - streamflow threshold,Soil moisture -ET threshold,Catchment area - streamflow threshold,Soil moisture -  overland flow threshold,Rainfall - overland flow threshold,Rainfall,Snow/Snowmelt,Throughfall,Soil  water,Groundwater and springs,Overland flow and surface water,Subsurface water,Event water ,Pre-event water,Storm characteristics (intensity/amount),Groundwater dynamics,Wetness conditions,Soil repellency,Soil impervouness,Soil Organic layer ,Ksat (soil conductivity),Understory vegetation,Geomorphic features (including riparian area) and microtopography and macrotopography,Storm characteristics (intensity/amount),Groundwater dynamics,Wetness conditions,Soil impervouness/repellency (including hydrophobicity and frozen soil),Soil Organic layer ,Ksat (soil conductivity),Understory vegetation,Geomorphic features (including riparian area) and microtopography and macrotopography (linear structures),Preferential flow,Rainfall Amount,Rainfall Intensity,Antecedent conditions,"Hydraulic conductivity, soil horizons, mineral/organic layers, infiltration capacity",Macropore/mesopore shape/extension,Soil depth,"Living/decayed roots, pipes and soil cracks","Topographic properties (slope, TWI, hillslope morphology)","Bedrock leackage, bedrock topography, bedrock fracturation",Precipitation amount*,Precipitation intensity,Precipitation  seasonality,Snowmelt volume,"SWE, snow depth and properties","Antecedent soil moisture, soil moisture deficit and saturation patterns",Antecedent water table depth and storage,"Forest type, interception and tree transpiration","Geological, topographic and geomorphological  setting","Catchment elevation for snowmelt and reduction ET, temp",Catchment size and/or stream (network) size,"Soil properties (including frozen soil, soil depth, ksat and hydrophobicity)",Hydrological connectivity,Rainfall/snowmelt intensity,Hillslope/catchment topography,Saturation of riparian areas / high antecedent conditions,Overland flow,Permafrost patterns,Seasonality,Vegetation patterns,"Soil structure, impeding layers",Event scale/daily scale,Seasonal/annual/multi-annual scale,ET (including stomatal resistance),"LAI, biomass, vegetation height","Soil properties (hydraulic conduct., soil saturation, soil depth)","Temperature, Snowpack/snowmelt dynamics",Antecedent rainfall and rainfall amount,Antecedent water table,Antecedent soil moisture,Soil storage capacity,Topography and geology,Elevation,Flow along soil-bedrock interface,"Catchment size, spatial distribution Q or snowmelt in subcatchments",,,,,,
Serra do Mar Catchment A,0.367,C,2319,Brasil,SA,0,-45.01666667,-23.21666667,"Fujieda et al., 1997",,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serra do Mar Catchment B,0.56,C,2319,Brasil,SA,0,-45.01666667,-23.21666667,"Fujieda et al., 1997",,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEW,0.885,C,1831,Japan,AS,1,137.1666667,35.21666667,"Im et al., 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,,,
"SF Tuolumne R NR Oakland Recreation Camp, CA",225,C,1120.6,USA,NA,2,-120,37.8,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
SFHOH,1.18,C,3145,USA,NA,0,-123.9371568,47.79413755,"Devine et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFP70,0.699,C,1000,USA,NA,2,-79.93333333,37.81666667,"Jensen et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shale Hills ,0.079,D,720,USA,NA,2,-77.9,40.66666667,"Lin et al., 2006a; Lin et al., 2006b; Curtu et al., 2014; Guo et al., 2018; Scaife et al., 2020; Tang et al., 2020",,,1,1,,1,1,1,1,1,1,,1,1,1,,1,1,,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,1,,1,,1,,1,,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shaver Hollow, Blue Ridge",0.082,D,1025,USA,NA,0,-78.35,38.63333333,"Bazemore et al., 1994",,,,1,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,75,71,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shavers Fork at Parsons, WV",552,C,1409.5,USA,NA,2,-79.7,39.1,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Simian Mountains*,,C,1375.5,China,AS,2,106.2833333,28.51666667,"Li et al., 2024",,,,1,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,1,1,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sinnemahoning Creek at Sinnemahoning, PA",1774,D,1096,USA,NA,2,-78.1,41.3,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
"Sisquoc R NR Sisquoc, CA",728,C,698.2,USA,NA,2,-120.2,34.8,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
"Slate River near Arvonia, VA",585,C,1145.4,USA,NA,2,-78.4,37.7,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Sleepers River W2,0.059,D,1320,USA,NA,2,-72.177,44.422,"Shanley and Chalmers, 1999",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleepers River W3,8.42,D,1320,USA,NA,2,-72.177,44.422,"Hudson et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleepers River W5,111,D,1320,USA,NA,2,-72.177,44.422,"Shanley and Chalmers, 1999",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleepers River W9,0.405,D,1320,USA,NA,2,-72.177,44.422,"Huntington et al., 2022; Shanley and Chalmers, 1999",,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
"Smith R NR Crescent City, CA",1590,C,2826.4,USA,NA,2,-124.1,41.8,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Soquel Creek,80,C,762,USA,NA,2,-121.956,36.9913,"Ali et al., 2014",,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Boulder Creek,278,D,750,USA,NA,2,-105.3333333,40.41666667,"Woolridge et al., 2020",,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,,1,,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,
South Branch Potomac River near Petersburg WV,1686,D,1051,USA,NA,2,-79.2,39,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
South Creek,0.17,C,2140,Canada,NA,0,-122.5666667,49.2,"Moore et al., 1997",,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Fork Brokenback Run (SFBR),2.37,D,1130,USA,NA,2,-78.3,38.56666667,"Scanlon et al., 2000",,,,1,,,1,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Fork Cumberland River near Stearns, KY",2471,C,1455.6,USA,NA,2,-84.5,36.6,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
"South Fork Kentucky river at Booneville, KY",1870,C,1264.7,USA,NA,2,-83.7,37.5,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
"South Fork New River near Jefferson, NC",531,C,1418,USA,NA,2,-81.4,36.4,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
South river,62.78,D,1289,USA,NA,2,-72.69416667,42.54194444,"Clark et al., 2017",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,
South Watershed,0.198,C,2250,Canada,NA,0,-122.5666667,49.2,"Donnelly et al., 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,
Sperbelgraben 1,0.018,C,1660,Switzerland,EU,2,7.8,46.98333333,"Badoux et al., 2006",,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sperbelgraben 2,0.02,C,1660,Switzerland,EU,2,7.8,46.98333333,"Badoux et al., 2006",,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Croix River,20000,D,808,USA,NA,2,-92.66666667,45.76666667,"Yang et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
Stillman Creek,0.118,C,1754,USA,NA,2,-123.2763889,46.6175,"Hunter et al., 2005",,,,1,,,,,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stranger C NR Tonganoxie, KS",1052,C,966.1,USA,NA,2,-95,39.1,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Stringer Creek,22.8,B,880,USA,NA,2,-110.9,46.91666667,"Emanuel et al., 2014",,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Stubbetorp,0.18,D,600,Sweden,EU,2,15.71666667,56.2,"Andersson and Lepisto, 1998",,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stung Chinit,3659,A,1370,Cambodia,AS,0,105.1,12.48333333,"Kabeya et al., 2018",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1 ,0.34,C,1441.5,Japan,AS,2,139.3116667,35.78833333,"Subehi et al., 2010",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2 ,0.078,C,1441.5,Japan,AS,2,139.3116667,35.78833333,"Subehi et al., 2010",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T5 ,0.013,C,1441.5,Japan,AS,2,139.3116667,35.78833333,"Subehi et al., 2010",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T6 ,0.013,C,1441.5,Japan,AS,2,139.3116667,35.78833333,"Subehi et al., 2010",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajovský brook,434.8,D,1400,Slovakia,EU,1,18.98333333,48.75,"Balazovicova et al., 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takiya,19.45,C,4000,Japan,AS,1,139.5833333,38.26666667,"Whitaker et al., 2008",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tallapoosa,12066,C,1371,USA,NA,2,-86.1955,32.4398,"Haas et al., 2024",,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Tarlung,184,D,750,Romania,EU,2,25.80361111,45.51555556,"Tudose et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,
Tatsunokuchi-yama KT,0.1727,C,1229,Japan,AS,0,133.9666667,34.7,"Tani et al., 1997",,,,1,,,1,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
Tatsunokuchi-yama MN,0.2261,C,1229,Japan,AS,1,133.9666667,34.7,"Tani et al., 1997",,,,1,,,1,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
Tectah Creek 1,0.38,C,2900,USA,NA,0,-124.0833333,41.26666667,"Miralha et al., 2023",,,,1,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Tectah Creek 2,0.3,C,2900,USA,NA,0,-124.0833333,41.26666667,"Miralha et al., 2023",,,,1,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Tectah Creek 3,0.28,C,2900,USA,NA,0,-124.0833333,41.26666667,"Miralha et al., 2023",,,,1,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Tectah Creek 4,0.37,C,2900,USA,NA,0,-124.0833333,41.26666667,"Miralha et al., 2023",,,,1,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Tectah Creek 5,0.3,C,2900,USA,NA,0,-124.0833333,41.26666667,"Miralha et al., 2023",,,,1,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Teply Brook,1.56,D,700,Czech Republic,EU,0,15.91666667,49.4,"Dvořáková et al, 2012",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,
Thomson,477,C,1345,Australia,AU-NZ,0,146.3186111,-37.76527778,"Jaskierniak et al., 2019",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,
Tie Shan Ping (TSP) ,0.046,C,1230,China,AS,0,106.9,29.75,"Sorbotten et al., 2017",,,,1,,,1,1,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tiffin River at Stryker, OH",1062,D,906.9,USA,NA,2,-84.4,41.5,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Toccoa,458.42,C,1397,USA,NA,2,-84.24,34.79,"Bartlett et al., 2016",,,,1,,,,,,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,
Toinotani,0.0064,C,2885,Japan,AS,0,135.7166667,35.3,"Uchida et al., 1999; 2005",,,,1,,,,1,1,1,,,1,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tono catchment I,0.00985,C,1915,Japan,AS,2,137.934,36.715,"Gautam et al., 2000",,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
Tono catchment II,0.114,C,1915,Japan,AS,2,137.934,36.715,"Gautam et al., 2000",,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
Tono catchment III,0.0636,C,1915,Japan,AS,2,137.934,36.715,"Gautam et al., 2000",,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
Tono catchment IV,0.5288,C,1915,Japan,AS,2,137.934,36.715,"Gautam et al., 2000",,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
"Tug Fork at Litwar, WV",1305,D,1123.4,USA,NA,2,-81.8,37.5,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Turkey Creek (WS 78),52.4,C,1370,USA,NA,1,-79.78333333,33.13333333,"La Torre Torres et al., 2011; Amatya et al., 2024",,1,,1,,,,,,,,,,,1,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,1,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey Lake 02BF013,0.54,D,1215,Canada,NA,2,-84.41666667,47.05,"Hudson et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey Lake BF005,10.42,D,1215,Canada,NA,2,-84.41666667,47.05,"Hudson et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey Lake BF006,8.07,D,1215,Canada,NA,2,-84.41666667,47.05,"Hudson et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey Lake BF007,5.04,D,1215,Canada,NA,2,-84.41666667,47.05,"Hudson et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey Lake BF008,3.56,D,1215,Canada,NA,2,-84.41666667,47.05,"Hudson et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey Lake BF009,2.01,D,1215,Canada,NA,2,-84.41666667,47.05,"Hudson et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey Lake BF012,0.89,D,1215,Canada,NA,2,-84.41666667,47.05,"Hudson et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
